element,position,team_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,code,web_name,first_name,second_name,element_type
434,9,Choochie Maserati,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0.15,0.1,0.25,0.19,1,false,209046,Hudson-Odoi,Callum,Hudson-Odoi,3
233,10,Choochie Maserati,90,0,0,0,2,0,0,0,0,0,0,0,18,1,0.0,0.02,0.02,1.18,2,false,449871,Onana,Amadou,Onana,3
447,11,Choochie Maserati,90,0,0,0,1,0,0,0,0,0,0,0,3,1,0.0,0.02,0.02,1.33,2,false,60689,Wood,Chris,Wood,4
248,12,Choochie Maserati,90,0,0,1,0,0,0,0,1,0,1,0,23,1,0.0,0.0,0.0,0.8,5,false,80201,Leno,Bernd,Leno,1
129,13,Choochie Maserati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,false,475168,João Pedro,João Pedro,Junqueira de Jesus,4
91,1,Love to My Lover,90,0,0,0,1,0,0,0,0,0,2,0,11,1,0.0,0.0,0.0,0.99,2,false,118342,Flekken,Mark,Flekken,1
415,2,Love to My Lover,90,0,0,0,1,0,0,0,1,0,0,0,3,1,0.08,0.04,0.12,0.91,1,false,119471,Schär,Fabian,Schär,2
236,3,Love to My Lover,90,0,0,0,1,0,0,0,0,0,0,0,11,1,0.26,0.01,0.27,0.95,2,false,17761,Tarkowski,James,Tarkowski,2
79,4,Love to My Lover,90,0,0,0,1,0,0,0,0,0,0,0,12,1,0.0,0.16,0.16,0.6,2,false,221466,Senesi,Marcos,Senesi,2
398,5,Love to My Lover,90,1,0,0,1,0,0,0,0,0,0,2,29,1,0.79,0.1,0.89,0.91,9,false,232826,Gordon,Anthony,Gordon,3
239,6,Love to My Lover,68,0,0,1,0,0,0,0,0,0,0,0,11,1,0.04,0.01,0.05,0.63,3,false,159533,Adama,Adama,Traoré,3
394,7,Love to My Lover,90,0,0,0,1,0,0,0,1,0,0,0,13,1,0.0,0.26,0.26,0.91,1,false,208706,Bruno G.,Bruno,Guimarães Rodriguez Moura,3
527,8,Love to My Lover,75,0,0,0,1,0,0,0,0,0,0,0,11,1,0.03,0.07,0.1,0.33,2,false,224024,L.Paquetá,Lucas,Tolentino Coelho de Lima,3
392,9,Love to My Lover,76,0,0,0,1,0,0,0,0,0,0,0,5,1,0.25,0.02,0.27,0.67,2,false,201666,Barnes,Harvey,Barnes,3
207,10,Love to My Lover,90,0,0,0,2,0,0,0,0,0,0,0,4,1,0.02,0.01,0.03,0.89,2,false,231747,Mateta,Jean-Philippe,Mateta,4
541,11,Love to My Lover,90,0,0,0,2,0,0,0,0,0,0,0,13,1,0.05,0.01,0.06,2.54,2,false,430871,Cunha,Matheus,Santos Carneiro Da Cunha,4
513,12,Love to My Lover,90,0,0,0,1,0,0,0,0,0,2,0,9,1,0.0,0.0,0.0,0.37,2,false,84182,Areola,Alphonse,Areola,1
255,14,Love to My Lover,90,0,0,1,0,0,0,0,0,0,0,1,27,1,0.04,0.02,0.06,0.8,7,false,169528,Robinson,Antonee,Robinson,2
516,15,Love to My Lover,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,false,164555,Coufal,Vladimír,Coufal,2
47,1,just copying pep m8,90,0,0,0,2,0,0,0,0,0,3,0,10,1,0.0,0.0,0.0,1.18,2,false,98980,Martinez,Emiliano,Martínez Romero,1
418,2,just copying pep m8,77,0,0,0,1,0,0,0,0,0,0,0,5,1,0.03,0.04,0.07,0.67,2,false,77794,Trippier,Kieran,Trippier,2
120,3,just copying pep m8,90,0,0,0,4,0,0,0,1,0,0,0,-3,1,0.0,0.01,0.01,4.16,-1,false,83299,Dunk,Lewis,Dunk,2
52,4,just copying pep m8,90,0,0,0,2,0,0,0,0,0,0,0,6,1,0.0,0.02,0.02,1.18,1,false,244954,Pau,Pau,Torres,2
122,5,just copying pep m8,90,0,0,0,4,0,0,0,1,0,0,0,-6,1,0.0,0.03,0.03,4.16,-1,false,204214,Estupiñan,Pervis,Estupiñán,2
199,6,just copying pep m8,90,0,0,0,2,0,0,0,0,0,0,0,15,1,0.21,0.09,0.3,0.89,2,false,232413,Eze,Eberechi,Eze,3
136,7,just copying pep m8,90,0,0,0,4,0,0,0,0,0,0,0,18,1,0.03,0.13,0.16,4.16,2,false,451340,Mitoma,Mitoma,Kaoru,3
19,8,just copying pep m8,87,0,0,1,0,0,0,0,0,0,0,0,13,1,0.15,0.05,0.2,0.78,3,false,209289,Smith Rowe,Emile,Smith Rowe,3
268,9,just copying pep m8,90,2,0,0,2,0,0,0,1,0,0,3,56,1,0.57,0.0,0.57,0.82,12,true,463034,Delap,Liam,Delap,4
11,10,just copying pep m8,72,0,0,0,2,0,0,0,0,0,0,0,4,1,0.09,0.01,0.1,0.87,2,false,205533,Nketiah,Eddie,Nketiah,4
251,11,just copying pep m8,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.15,1,false,244042,Muniz,Rodrigo,Muniz Carvalho,4
554,12,just copying pep m8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,false,149065,José Sá,José,Malheiro de Sá,1
525,13,just copying pep m8,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0.11,0.02,0.13,0.26,1,false,460842,Kudus,Mohammed,Kudus,3
211,14,just copying pep m8,90,0,0,0,2,0,0,0,0,0,0,0,12,1,0.18,0.07,0.25,0.89,1,false,247348,Muñoz,Daniel,Muñoz,2
83,15,just copying pep m8,75,0,1,0,1,0,0,0,1,0,0,0,18,1,0.04,0.11,0.15,0.58,4,false,201658,Tavernier,Marcus,Tavernier,3
